,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,index,pH,residual sugar,sulphates,total sulfur dioxide,type,volatile acidity,quality
3368,11.2,0.038,0.19,0.99151,6.4,36.0,4315,3.07,4.5,0.42,119.0,white,0.38,6
3369,11.6,0.055,0.4,0.99738,8.5,3.0,484,3.38,4.7,0.66,9.0,red,0.34,7
3370,13.2,0.035,0.28,0.98836,6.6,28.0,868,3.0,1.4,0.4,107.0,white,0.31,6
3371,8.9,0.034,0.22,0.9961,6.8,55.0,4484,3.19,8.1,0.52,203.0,white,0.27,5
3372,10.8,0.081,0.0,0.99518,6.9,21.0,4916,3.41,2.8,0.52,41.0,red,0.57,5
3373,12.4,0.0289999999999999,0.38,0.98895,5.4,31.0,4521,3.28,1.2,0.36,132.0,white,0.29,6
3374,11.4,0.04,0.31,0.9918,7.3,39.0,2516,3.19,1.6,0.51,173.0,white,0.26,6
3375,11.8,0.0559999999999999,0.36,0.99562,8.9,10.0,1056,3.4,2.6,0.69,39.0,red,0.31,5
3376,10.6,0.038,0.28,0.9948,6.0,56.0,986,3.59,5.7,0.43,189.5,white,0.13,7
3377,11.0,0.093,0.01,0.99514,7.3,9.0,4386,3.35,1.8,0.58,15.0,red,0.55,7
3378,10.1,0.048,0.33,0.9974,7.5,42.0,3743,3.37,7.7,0.59,180.0,white,0.28,6
3379,10.1,0.047,0.31,0.9934,7.6,41.0,5312,3.43,1.4,0.53,142.0,white,0.2,6
3380,10.6,0.033,0.62,0.99472,7.3,48.0,2598,3.14,7.1,0.62,185.0,white,0.36,6
3381,10.0,0.052,0.46,0.998,7.8,38.0,2612,3.15,13.6,0.5,118.0,white,0.18,6
3382,10.5,0.074,0.36,0.9978,7.3,12.0,1305,3.33,5.9,0.83,87.0,red,0.45,5
3383,10.2,0.051,0.31,0.999,7.5,33.0,4217,3.09,17.7,0.64,173.0,white,0.27,5
3384,9.3,0.048,0.49,0.9929,7.2,11.0,2476,3.01,1.1,0.42,138.0,white,0.4,5
3385,9.5,0.0559999999999999,0.24,0.99718,7.0,68.0,5055,3.05,12.1,0.5,210.0,white,0.44,5
3386,9.7,0.044,0.2,0.99604,6.6,45.0,2100,2.96,11.4,0.51,131.0,white,0.23,6
3387,9.0,0.226,0.24,0.9991,8.7,5.0,1585,3.32,2.5,0.6,15.0,red,0.7,6
3388,9.1,0.0579999999999999,0.49,0.9998,7.3,50.0,761,3.42,15.55,0.36,134.0,white,0.19,7
3389,12.6,0.038,0.49,0.9912,7.3,44.0,180,3.32,1.8,0.44,152.0,white,0.21,7
3390,11.3,0.048,0.3,0.99045,5.3,25.0,511,3.32,1.2,0.62,119.0,white,0.33,6
3391,9.2,0.039,0.29,1.00037,7.3,69.0,4913,3.1,19.5,0.48,237.0,white,0.2,6
3392,10.8,0.045,0.37,0.99519,6.3,58.0,4460,3.2,11.8,0.35,130.0,white,0.2,5
3393,9.8,0.046,0.41,0.9954,6.6,51.0,2145,3.14,8.9,0.57,169.0,white,0.19,6
3394,9.2,0.08,0.03,0.99592,7.5,27.0,83,3.02,4.1,0.47,46.0,red,0.58,5
3395,8.7,0.042,0.27,1.0001,6.8,41.0,1240,3.3,18.15,0.36,146.0,white,0.21,5
3396,10.7,0.076,0.14,0.99624,7.1,15.0,3469,3.36,2.8,0.49,37.0,red,0.46,5
3397,9.6,0.346,0.3,0.9954,6.2,79.0,5172,3.29,6.6,0.58,200.0,white,0.37,5
3398,9.4,0.051,0.26,0.9984,6.6,17.0,3981,3.0,17.3,0.43,149.0,white,0.18,6
3399,11.0,0.048,0.32,0.99178,8.4,59.0,334,3.1,1.3,0.55,113.0,white,0.23,6
3400,9.6,0.03,0.45,0.9954,8.2,15.0,5074,3.14,5.4,0.34,118.0,white,0.61,5
3401,11.6,0.086,0.42,0.99526,7.8,9.0,3022,3.39,2.0,0.66,21.0,red,0.39,6
3402,11.3,0.03,0.35,0.99146,6.6,33.0,4649,3.22,2.6,0.72,78.0,white,0.17,6
3403,13.1,0.039,0.38,0.98963,5.8,22.0,960,3.23,4.9,0.58,86.0,white,0.3,7
3404,9.3,0.04,0.4,0.9953,6.4,46.0,301,3.15,6.2,0.46,169.0,white,0.31,6
3405,10.8,0.027,0.26,0.99268,6.3,36.0,1949,3.53,1.6,0.56,141.0,white,0.2,6
3406,10.3,0.049,0.27,0.99224,5.4,28.0,4499,3.46,2.7,0.55,104.0,white,0.17,6
3407,10.8,0.166,0.0,0.99551,6.4,6.0,1500,3.56,2.3,0.51,12.0,red,0.885,5
3408,10.5,0.033,0.0,0.9936,5.9,8.0,2201,3.32,5.6,0.51,31.0,white,0.655,4
3409,9.4,0.044,0.21,0.9932,6.8,15.0,3751,3.17,2.2,0.39,68.0,white,0.32,6
3410,11.5,0.0289999999999999,0.33,0.99114,6.5,35.0,3219,3.36,1.4,0.6,138.0,white,0.18,7
3411,11.6,0.153,0.56,0.99476,7.5,5.0,5052,3.21,3.1,1.03,14.0,red,0.58,6
3412,9.3,0.236,0.26,0.9968,7.6,10.0,1375,3.11,1.6,0.8,88.0,red,0.49,5
3413,9.4,0.033,0.17,0.99754,6.9,59.0,1377,3.08,12.9,0.49,186.0,white,0.4,5
3414,9.7,0.125,0.48,0.998,10.7,15.0,50,3.03,2.1,0.81,49.0,red,0.4,6
3415,11.0,0.06,0.39,0.99495,9.1,21.0,2525,3.18,1.8,0.82,55.0,red,0.36,7
3416,10.6,0.031,0.28,1.00295,6.8,27.0,3033,3.06,26.05,0.42,122.0,white,0.45,6
3417,12.3,0.055,0.0,0.9922,6.3,27.0,370,3.45,1.4,0.48,33.0,red,0.47,6
3418,11.5,0.0289999999999999,0.33,0.99114,6.5,35.0,4983,3.36,1.4,0.6,138.0,white,0.18,7
3419,9.6,0.039,0.32,0.9948,6.8,10.0,251,3.3,1.6,0.67,124.0,white,0.36,5
3420,12.1,0.039,0.28,0.9899,6.2,24.0,5463,3.36,1.1,0.47,78.0,white,0.2,6
3421,11.5,0.081,0.09,0.99479,7.0,10.0,1851,3.43,2.0,0.59,16.0,red,0.54,6
3422,9.0,0.035,0.32,0.99666,6.7,18.0,3467,2.88,12.5,0.36,156.0,white,0.16,6
3423,9.5,0.051,0.5,0.99536,6.5,46.0,3600,3.18,8.0,0.47,197.0,white,0.26,5
3424,9.4,0.046,0.27,0.9934,6.3,34.0,2160,3.37,1.2,0.54,175.0,white,0.33,6
3425,8.8,0.054,0.26,0.9961,6.6,56.0,678,3.17,7.7,0.45,209.0,white,0.32,5
3426,9.1,0.0579999999999999,0.38,0.99833,6.6,66.0,2572,3.23,9.2,0.54,243.0,white,0.435,6
3427,11.4,0.0409999999999999,0.33,0.99048,7.0,20.0,1690,3.21,0.9,0.5,117.0,white,0.29,5
3428,13.4,0.038,0.62,0.99143,6.9,46.0,2329,3.23,7.5,0.43,132.0,white,0.33,7
3429,9.2,0.051,0.26,0.99416,6.0,16.0,3227,3.15,5.1,0.41,119.0,white,0.33,5
3430,10.5,0.0819999999999999,0.19,0.99655,7.4,15.0,2591,3.49,1.8,0.68,34.0,red,0.55,5
3431,8.9,0.05,0.36,0.9986,7.3,35.0,5384,3.04,13.1,0.46,200.0,white,0.25,7
3432,9.8,0.078,0.31,0.998,8.5,32.0,968,3.33,2.25,0.54,58.0,red,0.46,5
3433,11.1,0.05,0.42,0.99116,6.45,51.0,682,3.27,1.2,0.69,129.0,white,0.14,7
3434,11.5,0.031,0.4,0.9917,6.3,48.0,336,3.42,1.7,0.49,134.0,white,0.21,6
3435,9.55,0.092,0.1,0.99745,8.6,3.0,2291,3.31,1.6,0.65,12.0,red,0.685,6
3436,11.1,0.044,0.46,0.99127,7.2,48.0,4369,2.97,1.3,0.45,111.0,white,0.13,5
3437,8.8,0.039,0.36,0.99946,6.2,37.0,1797,3.23,17.2,0.43,130.0,white,0.23,6
3438,10.1,0.048,0.24,0.9942,6.6,26.0,5373,3.37,1.7,0.6,124.0,white,0.25,6
3439,12.3,0.042,0.26,0.99067,6.5,33.0,4968,3.06,5.2,0.5,112.0,white,0.38,7
3440,12.6,0.03,0.31,0.99,6.7,41.0,924,3.29,1.9,0.62,104.0,white,0.44,7
3441,9.8,0.053,0.28,0.9981,8.0,83.0,607,3.14,14.0,0.45,197.0,white,0.22,6
3442,9.2,0.044,0.25,0.998,7.0,27.0,3890,2.91,14.3,0.46,149.0,white,0.16,6
3443,12.0,0.036,0.31,0.99216,7.0,45.0,3691,2.98,9.1,0.31,140.0,white,0.31,7
3444,11.8,0.033,0.28,0.99075,7.2,38.0,2537,2.99,2.7,0.43,94.0,white,0.21,7
3445,10.0,0.085,0.68,1.0014,13.7,17.0,976,3.06,2.9,0.8,43.0,red,0.415,6
3446,10.2,0.068,0.3,0.99914,7.0,20.0,2600,3.3,4.5,1.17,110.0,red,0.6,5
3447,12.8,0.08,0.43,0.9905,7.3,21.0,4427,3.19,1.7,0.42,123.0,white,0.28,5
3448,12.8,0.03,0.29,0.9911,8.2,31.0,3236,3.0,4.1,0.32,100.0,white,0.42,7
3449,11.6,0.044,0.35,0.9941,7.1,26.0,4530,3.17,12.5,0.29,72.0,white,0.39,5
3450,9.3,0.043,0.56,0.9972,6.8,66.0,744,3.02,11.9,0.63,230.0,white,0.29,5
3451,11.85,0.048,0.6,0.99331,7.9,13.0,5169,3.24,1.85,0.49,106.0,white,0.3,5
3452,11.0,0.07,0.49,1.0003,11.5,10.0,399,3.32,3.3,0.91,37.0,red,0.35,6
3453,11.0,0.048,0.32,0.99281,6.1,47.0,436,3.22,6.2,0.6,161.0,white,0.27,6
3454,9.4,0.036,0.3,0.9928,5.9,38.0,3240,3.58,1.0,0.48,114.0,white,0.26,5
3455,10.4,0.036,0.27,0.9927,6.2,30.0,1700,3.2,4.9,0.42,134.0,white,0.33,7
3456,9.0,0.055,0.25,0.99758,6.2,47.0,414,3.3,12.5,0.51,134.0,white,0.24,5
3457,9.7,0.094,0.02,0.9993,7.2,5.0,1488,3.67,2.3,0.8,31.0,red,0.65,5
3458,9.5,0.081,0.2,0.998,9.2,15.0,1290,3.23,3.0,0.59,115.0,red,0.58,5
3459,10.0,0.054,0.39,0.9976,10.2,6.0,352,3.17,1.9,0.47,17.0,red,0.67,5
3460,9.0,0.057,0.47,1.0005,8.5,40.0,3554,3.02,15.2,0.66,234.0,white,0.24,5
3461,10.4,0.049,0.31,0.9934,6.4,36.0,1304,3.6,1.6,0.67,127.0,white,0.18,7
3462,10.5,0.036,0.49,0.992,8.8,14.0,2060,2.96,1.0,0.33,56.0,white,0.35,4
3463,12.0,0.033,0.3,0.9906,6.8,27.0,5058,3.0,3.5,0.37,135.0,white,0.43,6
3464,10.0,0.0409999999999999,0.21,0.9941,6.2,50.0,800,3.15,6.3,0.6,218.0,white,0.31,5
3465,10.5,0.05,0.22,0.9931,5.6,44.0,1033,3.3,7.1,0.4,154.0,white,0.41,5
3466,12.7,0.034,0.38,0.98865,6.0,37.0,3806,3.11,1.3,0.52,104.0,white,0.2,6
3467,9.4,0.047,0.49,0.9938,7.0,37.0,5368,2.95,3.8,0.4,136.0,white,0.29,6
3468,9.5,0.078,0.03,0.99587,7.2,7.0,5175,3.34,1.8,0.39,12.0,red,0.655,5
3469,11.5,0.033,0.26,0.98954,6.0,38.0,2890,3.14,1.1,0.38,67.0,white,0.2,6
3470,11.2,0.04,0.32,0.993,6.9,16.0,1865,3.04,5.8,0.58,112.0,white,0.29,5
3471,8.8,0.038,0.36,0.99924,6.5,43.0,3956,3.26,16.3,0.41,133.0,white,0.23,5
3472,13.2,0.034,0.24,0.98882,6.9,49.0,2477,2.98,2.1,0.43,121.0,white,0.28,7
3473,9.5,0.036,0.33,0.99306,6.6,17.0,4186,3.27,1.4,0.61,109.0,white,0.085,6
3474,11.9,0.039,0.4,0.9936,8.2,35.0,1632,3.15,6.3,0.34,162.0,white,0.35,7
3475,10.2,0.035,0.74,0.9933,7.5,21.0,1539,3.26,1.6,0.45,126.0,white,0.14,6
3476,10.4666666666667,0.036,0.14,0.99212,4.9,69.0,1590,3.47,1.3,0.46,168.0,white,0.335,5
3477,9.8,0.051,0.34,1.0004,6.5,56.0,4617,3.49,16.3,0.42,197.0,white,0.26,5
3478,10.0,0.0409999999999999,0.27,0.99535,7.4,24.0,97,3.17,7.5,0.43,160.0,white,0.38,5
3479,9.5,0.0409999999999999,0.44,0.9968,6.3,48.0,2567,3.18,11.6,0.52,195.0,white,0.25,5
3480,12.0,0.03,0.31,0.99014,6.2,32.0,1383,3.18,3.2,0.31,150.0,white,0.25,6
3481,13.3,0.044,0.34,0.98947,7.2,61.0,2663,3.25,2.0,0.53,171.0,white,0.33,7
3482,10.0,0.017,0.32,0.99348,6.7,32.0,4683,3.12,3.7,0.44,99.0,white,0.13,6
3483,10.4,0.047,0.42,0.99758,6.7,52.0,298,3.54,11.2,0.74,171.0,white,0.23,5
3484,9.5,0.08,0.34,0.9987,9.0,26.0,1712,3.38,2.5,0.62,86.0,red,0.43,6
3485,8.9,0.044,0.34,0.99976,7.8,66.0,2737,3.22,13.7,0.75,184.0,white,0.25,5
3486,11.1,0.073,0.6,0.99656,7.6,23.0,4995,3.38,2.6,0.79,44.0,red,0.35,6
3487,10.8,0.034,0.37,0.9928,7.0,26.0,2152,3.17,4.9,0.44,127.0,white,0.29,6
3488,13.0,0.03,0.33,0.9887,5.0,54.0,4702,3.36,3.7,0.3,173.0,white,0.3,7
3489,10.2,0.047,0.25,0.9933,6.4,20.0,3024,3.61,1.3,0.54,77.0,white,0.16,6
3490,10.7,0.03,0.27,0.9947,5.6,27.0,4597,3.4,10.6,0.34,119.0,white,0.26,7
3491,12.5,0.0289999999999999,0.36,0.99076,7.2,21.0,3123,3.13,2.0,0.63,63.0,white,0.24,6
3492,11.0,0.087,0.59,0.9988,11.5,13.0,3292,3.18,2.6,0.65,49.0,red,0.59,6
3493,9.4,0.159,0.52,0.9998,10.3,15.0,5398,3.18,2.8,0.64,75.0,red,0.34,5
3494,12.7,0.033,0.31,0.98984,5.9,45.0,5079,3.35,1.8,0.5,142.0,white,0.21,6
3495,10.5,0.065,0.3,0.99774,9.1,8.0,449,3.32,1.9,0.71,17.0,red,0.5,6
3496,9.5,0.076,0.04,0.99745,7.2,18.0,2502,3.53,2.5,0.55,88.0,red,0.6,5
3497,10.2,0.085,0.1,0.9956,6.8,18.0,1024,3.34,2.1,0.52,101.0,red,0.64,5
3498,9.8,0.048,0.1,0.9927,6.4,19.0,3607,3.21,1.1,0.38,84.0,white,0.34,5
3499,12.7,0.034,0.35,0.9906,6.8,26.0,1175,3.26,3.8,0.57,109.0,white,0.53,8
3500,10.4,0.053,0.31,0.99587,7.1,32.0,3784,3.31,7.4,0.59,211.0,white,0.2,6
3501,11.0,0.031,0.18,0.9908,5.8,40.0,2313,3.42,1.2,0.4,114.0,white,0.26,7
3502,10.8,0.046,0.31,0.99324,5.8,42.0,1764,3.31,4.5,0.64,124.0,white,0.23,6
3503,8.9,0.047,0.31,0.9962,7.4,52.0,3703,3.13,7.6,0.45,177.0,white,0.26,6
3504,10.9,0.044,0.4,0.9937,9.6,19.0,3308,2.96,1.5,0.49,135.0,white,0.23,5
3505,9.2,0.051,0.32,0.998,6.7,34.0,3248,3.54,12.4,0.45,106.0,white,0.105,6
3506,9.7,0.078,0.06,0.99746,7.2,17.0,162,3.51,2.5,0.53,84.0,red,0.62,5
3507,9.4,0.076,0.0,0.9978,7.4,11.0,5325,3.51,1.9,0.56,34.0,red,0.7,5
3508,11.94,0.035,0.22,0.99172,6.3,23.0,3336,3.2,7.3,0.39,117.0,white,0.41,7
3509,12.2,0.094,0.46,0.99639,9.4,3.0,5193,3.27,4.6,0.64,10.0,red,0.395,7
3510,9.0,0.0579999999999999,0.14,0.9951,6.4,15.0,2451,3.38,5.2,0.36,97.0,white,0.595,4
3511,10.5,0.087,0.14,0.9964,7.6,21.0,3241,3.32,3.0,0.57,43.0,red,0.41,6
3512,9.2,0.045,0.32,0.9958,7.0,38.0,3119,3.21,8.3,0.34,126.0,white,0.16,5
3513,9.5,0.076,0.08,0.9967,7.7,15.0,4510,3.32,1.9,0.54,27.0,red,0.63,6
3514,12.1,0.0279999999999999,0.34,0.9911,7.7,26.0,5098,2.99,1.8,0.48,168.0,white,0.27,7
3515,13.2,0.036,0.16,0.98856,5.4,34.0,4704,3.2,2.7,0.53,128.0,white,0.53,8
3516,12.5,0.031,0.36,0.99055,7.4,27.0,561,3.28,2.0,0.48,139.0,white,0.24,9
3517,13.0,0.0139999999999999,0.47,0.98984,6.5,44.0,165,3.13,5.45,0.32,137.0,white,0.44,8
3518,12.6,0.032,0.27,0.98942,6.2,13.0,4028,2.9,3.2,0.69,73.0,white,0.36,7
3519,12.4,0.0279999999999999,0.34,0.9903,7.6,42.0,2680,3.01,3.2,0.33,162.0,white,0.37,6
3520,10.8,0.039,0.66,0.9965,5.8,26.0,2260,3.66,9.1,0.55,159.0,white,0.28,5
3521,9.8,0.178,0.12,0.996,7.8,6.0,4620,3.28,1.8,0.87,21.0,red,0.5,6
3522,9.3,0.079,0.18,0.9968,6.8,18.0,4153,3.59,1.9,0.57,86.0,red,0.6,6
3523,11.8,0.04,0.3,0.9927,7.0,41.0,5356,3.28,4.2,0.49,213.0,white,0.24,6
3524,10.3,0.063,0.49,0.9957,6.9,50.0,4784,3.54,7.0,0.5,168.0,white,0.22,6
3525,10.2,0.047,0.26,0.997,7.8,38.0,386,3.25,9.0,0.53,132.0,white,0.22,6
3526,9.6,0.047,0.23,0.9945,6.7,36.0,3083,3.34,6.2,0.43,117.0,white,0.19,6
3527,11.3,0.0559999999999999,0.31,0.99472,7.2,15.0,4114,3.23,2.0,0.76,29.0,red,0.38,8
3528,9.9,0.105,0.24,0.9998,10.4,29.0,127,3.24,2.8,0.67,53.0,red,0.64,5
3529,9.5,0.047,0.37,0.99542,6.3,58.0,2837,3.19,7.9,0.48,215.0,white,0.27,6
3530,11.1,0.051,0.39,0.9906,6.2,42.0,2289,3.23,1.3,0.4,135.0,white,0.25,6
3531,9.5,0.086,0.49,0.9976,9.2,23.0,427,3.23,2.4,0.64,116.0,red,0.43,5
3532,9.4,0.175,0.32,0.9952,6.0,47.0,1466,3.19,7.4,0.5,159.0,white,0.31,6
3533,10.0,0.061,0.49,0.9942,8.0,10.0,5048,3.23,1.8,0.48,145.0,white,0.18,5
3534,12.4,0.016,0.42,0.99007,6.1,31.0,4846,3.15,5.0,0.31,113.0,white,0.38,7
3535,9.0,0.0969999999999999,0.0,0.99675,7.2,14.0,2321,3.37,1.9,0.58,38.0,red,0.63,6
3536,11.0,0.07,0.53,0.9972,10.7,5.0,5246,3.15,2.6,0.65,16.0,red,0.35,8
3537,9.2,0.038,0.05,0.9924,5.8,11.0,604,3.36,0.8,0.35,30.0,white,0.29,5
3538,11.7,0.012,0.28,0.99064,6.7,36.0,4863,3.26,2.4,0.39,100.0,red,0.28,7
3539,9.4,0.084,0.27,0.9978,9.5,31.0,2378,3.24,2.3,0.53,145.0,red,0.885,5
3540,11.75,0.031,0.25,0.99072,5.3,45.0,5208,3.31,3.9,0.58,130.0,white,0.4,7
3541,9.6,0.089,0.49,1.0002,12.3,5.0,2916,3.19,2.2,0.44,14.0,red,0.5,5
3542,12.8,0.095,0.32,0.98954,6.6,13.0,1598,3.1,3.0,0.63,75.0,white,0.44,6
3543,12.5,0.044,0.33,0.99035,8.0,28.0,5139,3.03,1.2,0.43,101.0,white,0.24,6
3544,8.9,0.05,0.41,1.0,7.3,55.0,4121,3.32,15.4,0.59,191.0,white,0.22,6
3545,12.9,0.03,0.31,0.98892,5.9,38.0,2696,3.4,2.0,0.41,142.0,white,0.34,7
3546,10.4,0.0289999999999999,0.52,0.9918,7.0,5.0,5376,3.07,1.7,0.43,61.0,white,0.31,5
3547,9.5,0.0559999999999999,0.18,0.9935,6.8,13.0,5210,3.11,1.4,0.42,137.0,white,0.25,5
3548,10.4,0.063,0.39,0.9928,6.9,18.0,932,3.31,1.3,0.48,136.0,white,0.24,7
3549,9.6,0.047,0.3,0.995,5.9,60.0,5309,3.2,7.7,0.39,206.0,white,0.31,6
3550,11.2,0.04,0.26,0.99194,7.3,32.0,683,3.27,1.5,0.48,172.0,white,0.22,6
3551,10.5,0.09,0.08,0.9949,6.2,32.0,3314,3.45,2.0,0.58,44.0,red,0.6,5
3552,9.9,0.08,0.22,0.99613,8.0,25.0,3098,3.3,2.1,0.49,105.0,red,0.6,5
3553,11.7,0.036,0.39,0.9918,6.8,15.0,4119,3.27,1.4,0.72,115.0,white,0.28,5
3554,12.5,0.035,0.29,0.98916,6.6,15.0,3586,3.04,2.9,0.37,101.0,white,0.38,6
3555,9.5,0.049,0.26,0.9946,8.3,56.0,5237,3.21,1.5,0.62,189.0,white,0.14,6
3556,11.0,0.053,0.31,0.99544,6.5,20.0,4577,3.2,13.55,0.56,113.0,white,0.36,6
3557,9.5,0.042,0.71,0.99784,6.8,21.0,4482,2.85,17.5,0.5,114.0,white,0.19,6
3558,10.1,0.045,0.3,0.99249,8.6,16.0,5106,2.95,0.9,0.39,109.0,white,0.31,5
3559,11.3,0.0289999999999999,0.49,0.9928,6.2,31.0,994,3.41,6.0,0.36,128.0,white,0.22,8
3560,10.8,0.095,0.74,0.9994,12.8,9.0,2191,3.2,2.6,0.77,28.0,red,0.3,7
3561,10.4,0.11,0.37,1.0026,10.1,11.0,3504,3.32,5.1,0.64,65.0,red,0.65,6
3562,9.8,0.069,0.26,0.9954,7.0,28.0,4239,3.13,7.4,0.46,160.0,white,0.31,6
3563,12.6,0.0279999999999999,0.3,0.99164,6.8,33.0,2980,3.13,8.0,0.63,122.0,white,0.31,7
3564,10.7,0.042,0.37,0.99581,7.0,36.0,1954,3.05,12.85,0.55,105.0,white,0.13,6
3565,9.4,0.064,0.22,0.9963,8.7,9.0,2794,3.1,2.3,0.55,42.0,red,0.765,5
3566,10.7,0.0819999999999999,0.34,0.9987,9.4,5.0,5248,3.29,3.6,0.52,14.0,red,0.5,6
3567,9.7,0.066,0.28,0.9968,8.1,13.0,2578,3.23,2.1,0.73,30.0,red,0.38,7
3568,11.9,0.017,0.52,0.9929,7.7,21.0,4126,3.14,5.9,0.4,84.0,white,0.17,7
3569,9.9,0.076,0.55,0.9996,10.4,22.0,849,3.15,3.2,0.89,54.0,red,0.41,6
3570,9.7,0.111,0.57,0.9971,8.9,26.0,1150,3.26,2.0,0.53,85.0,red,0.31,5
3571,9.3,0.09,0.0,0.9974,7.7,8.0,4362,3.27,2.4,0.73,19.0,red,0.665,5
3572,11.333333333333302,0.035,0.27,0.9914,6.5,32.0,1392,3.21,2.6,0.76,76.0,white,0.13,6
3573,10.0,0.044,0.24,0.99726,7.1,48.0,2213,3.04,12.6,0.56,118.0,white,0.27,7
3574,12.8,0.03,0.39,0.98904,4.4,31.0,1641,3.46,4.3,0.36,127.0,white,0.32,8
3575,9.5,0.047,0.19,0.9973,5.9,50.0,4807,3.35,12.4,0.38,162.0,white,0.25,5
3576,12.1,0.064,0.33,0.9952,7.3,21.0,2507,3.35,2.5,0.77,37.0,red,0.34,7
3577,11.5,0.0279999999999999,0.45,0.9922,5.5,25.0,1481,3.51,4.9,0.49,191.0,white,0.32,7
3578,12.4,0.05,0.74,0.9928,8.5,29.0,3012,3.28,3.6,0.4,128.0,white,0.17,6
3579,10.1,0.042,0.49,0.998,9.2,29.0,3859,3.1,11.8,0.34,137.0,white,0.28,4
3580,11.3,0.073,0.34,0.99594,8.2,16.0,236,3.4,2.5,0.78,47.0,red,0.26,7
3581,8.9,0.0579999999999999,0.24,0.9958,7.6,19.0,3118,3.15,3.8,0.45,115.0,white,0.27,5
3582,11.1,0.071,0.08,0.99376,5.9,16.0,4681,3.56,2.1,0.77,24.0,red,0.61,6
3583,8.8,0.046,0.36,1.0,6.8,32.0,895,3.27,18.1,0.48,133.0,white,0.21,5
3584,12.4,0.037,0.33,0.98987,6.2,37.0,3463,3.18,3.5,0.37,155.0,white,0.3,6
3585,9.1,0.055,0.28,0.99405,6.4,9.0,4000,3.42,1.1,0.5,160.0,white,0.35,7
3586,11.4,0.04,0.31,0.9918,7.3,39.0,1619,3.19,1.6,0.51,173.0,white,0.26,6
3587,11.3,0.062,0.3,0.9952,7.7,18.0,2992,3.28,2.0,0.9,34.0,red,0.28,7
3588,9.3,0.053,0.56,0.9981,6.6,32.0,2020,3.11,15.4,0.49,141.0,white,0.26,5
3589,9.4,0.096,0.38,0.99666,8.6,5.0,4044,3.2,1.5,0.52,18.0,red,0.52,5
3590,12.8,0.047,0.4,0.99,6.8,34.0,3446,3.13,1.8,0.49,105.0,white,0.24,8
3591,8.7,0.04,0.79,0.99839,7.5,51.0,4978,2.98,11.95,0.44,159.0,white,0.27,5
3592,11.0,0.04,0.34,0.9976,7.0,12.0,1201,3.07,19.8,0.38,67.0,white,0.45,6
3593,11.0,0.04,0.24,0.9923,7.0,21.0,2084,3.35,1.9,0.38,144.0,white,0.35,5
3594,11.4,0.037,0.38,0.99046,6.7,20.0,3665,3.09,1.7,0.53,84.0,white,0.15,6
3595,10.4,0.039,0.22,0.99296,6.3,31.0,2520,3.12,5.6,0.46,128.0,white,0.22,6
3596,11.0,0.018,0.3,0.9938,7.6,23.0,2589,3.08,9.2,0.29,96.0,white,0.27,6
3597,9.6,0.076,0.06,0.9972,7.2,9.0,3393,3.36,1.6,0.7,27.0,red,0.57,6
3598,10.0,0.044,0.22,0.99471,7.2,17.0,2687,3.37,1.6,0.53,101.0,white,0.2,5
3599,11.2,0.039,0.26,0.9908,7.1,50.0,1193,3.06,2.8,0.59,118.0,white,0.28,6
3600,11.4,0.037,0.4,0.9917,6.3,35.0,1979,3.46,1.5,0.5,107.0,white,0.2,6
3601,12.5,0.03,0.43,0.99164,6.8,30.0,4870,3.08,7.6,0.59,110.0,white,0.28,8
3602,10.6,0.076,0.33,0.9921,8.5,17.0,4197,3.14,1.0,0.46,57.0,white,0.16,6
3603,9.3,0.045,0.3,0.99534,9.4,36.0,921,3.11,1.6,0.49,139.0,white,0.28,5
3604,9.25,0.074,0.21,0.99842,6.9,16.0,206,3.53,4.1,0.72,65.0,red,0.84,6
3605,9.2,0.051,0.26,0.99416,6.0,16.0,3667,3.15,5.1,0.41,119.0,white,0.33,5
3606,9.1,0.057,0.44,0.99956,6.7,65.0,1607,3.11,18.5,0.53,224.0,white,0.3,5
3607,11.7,0.039,0.21,0.99098,5.0,31.0,5408,3.69,2.2,0.62,100.0,white,0.24,6
3608,9.4,0.111,0.12,0.9983,7.5,50.0,3773,3.26,5.1,0.77,110.0,red,0.63,5
3609,9.2,0.094,0.1,0.9972,7.0,23.0,950,3.4,8.3,0.47,188.0,white,0.57,4
3610,12.6,0.034,0.28,0.98862,6.0,47.0,845,3.22,1.1,0.38,90.0,white,0.22,6
3611,10.4,0.04,0.53,0.9922,6.5,41.0,3987,3.26,1.7,0.59,192.0,white,0.29,7
3612,10.2,0.036,0.27,0.9948,6.4,88.0,5387,3.28,6.7,0.35,223.0,white,0.17,6
3613,10.5,0.04,0.27,0.99691,6.2,48.0,5459,3.23,16.8,0.38,129.0,white,0.24,6
3614,11.4,0.04,0.39,0.9911,6.6,40.0,2957,3.35,1.45,0.4,89.0,white,0.25,7
3615,10.1,0.094,0.34,0.99796,9.7,12.0,4752,3.26,2.6,0.66,88.0,red,0.66,5
3616,13.9,0.027,0.2,0.98936,5.8,17.0,4492,3.36,2.6,0.78,123.0,white,0.32,7
3617,10.4,0.0819999999999999,0.17,0.99634,7.1,27.0,2472,3.49,1.8,0.64,51.0,red,0.43,5
3618,9.9,0.039,0.3,0.99436,7.0,37.0,4665,3.2,6.7,0.39,125.0,white,0.24,5
